Symbol,Name,Country,IPO Year,Sector,Industry
TA,TravelCenters of America Inc. Common Stock,United States,,Consumer Durables,Automotive Aftermarket
TACO,Del Taco Restaurants Inc. Common Stock,United States,2014,Consumer Services,Restaurants
TACT,TransAct Technologies Incorporated Common Stock,United States,1996,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,United States,1995,Technology,Electronic Components
TANH,Tantech Holdings Ltd. Common Stock,China,2015,Basic Industries,Major Chemicals
TANNI,TravelCenters of America Inc. 8.25% Senior Notes due 2028,United States,,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America Inc. 8.00% Senior Notes due 2029,United States,,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America Inc. 8.00% Senior Notes due 2030,United States,,Consumer Durables,Automotive Aftermarket
TAOP,Taoping Inc. Ordinary Shares ,China,,Technology,Computer Software: Prepackaged Software
TARA,Protara Therapeutics Inc.  Common Stock,United States,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TARS,Tarsus Pharmaceuticals Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TAST,Carrols Restaurant Group Inc. Common Stock,United States,2006,Consumer Services,Restaurants
TATT,TAT Technologies Ltd. Ordinary Shares,Israel,,Capital Goods,Aerospace
TAYD,Taylor Devices Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
TBBK,The Bancorp Inc Common Stock,United States,,Finance,Major Banks
TBCPU,Thunder Bridge Capital Partners III Inc. Units,United States,2021,Finance,Business Services
TBIO,Translate Bio Inc. Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TBK,Triumph Bancorp Inc. Common Stock,United States,2014,Finance,Major Banks
TBKCP,Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States,,Finance,Major Banks
TBLT,ToughBuilt Industries Inc. Common Stock,United States,2018,Capital Goods,Industrial Machinery/Components
TBLTW,ToughBuilt Industries Inc. Warrant,United States,2018,Capital Goods,Industrial Machinery/Components
TBNK,Territorial Bancorp Inc. Common Stock,United States,2009,Finance,Savings Institutions
TBPH,Theravance Biopharma Inc. Ordinary Shares,Cayman Islands,,Health Care,Major Pharmaceuticals
TC,TuanChe Limited American Depositary Shares,China,2018,Miscellaneous,Business Services
TCACU,Tuatara Capital Acquisition Corporation Unit,United States,2021,Finance,Business Services
TCBI,Texas Capital Bancshares Inc. Common Stock,United States,2003,Finance,Major Banks
TCBIL,Texas Capital Bancshares Inc. 6.50% Subordinated Notes due 2042,United States,,Finance,Major Banks
TCBIP,Texas Capital Bancshares Inc. Non Cumulative Preferred Perpetual Stock Series A,United States,,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,United States,,Finance,Major Banks
TCDA,Tricida Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
TCF,TCF Financial Corporation Common Stock,United States,,Finance,Major Banks
TCFC,The Community Financial Corporation Common Stock,United States,,Finance,Major Banks
TCFCP,TCF Financial Corporation Depositary Shares representing 5.70% Series C Non-Cumulative Preferred Stock,United States,,Finance,Major Banks
TCMD,Tactile Systems Technology Inc. Common Stock,United States,2016,Health Care,Medical/Dental Instruments
TCOM,Trip.com Group Limited American Depositary Shares,China,,Miscellaneous,Business Services
TCON,TRACON Pharmaceuticals Inc. Common Stock,United States,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCPC,BlackRock TCP Capital Corp. Common Stock,United States,2012,,
TCRR,TCR2 Therapeutics Inc. Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCX,Tucows Inc. Class A Common Stock,Canada,,Technology,EDP Services
TDAC,Trident Acquisitions Corp. Common Stock,United States,2018,Finance,Business Services
TDACU,Trident Acquisitions Corp. Units,United States,2018,Finance,Business Services
TDACW,Trident Acquisitions Corp. Warrants,United States,2018,Finance,Business Services
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,United Kingdom,2015,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,United States,2019,Finance,Major Banks
TEDU,Tarena International Inc. American Depositary Shares,China,2014,Consumer Services,Other Consumer Services
TEKK,Tekkorp Digital Acquisition Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
TEKKU,Tekkorp Digital Acquisition Corp. Unit,United States,2020,Finance,Business Services
TEKKW,Tekkorp Digital Acquisition Corp. Warrant,United States,2020,Finance,Business Services
TELA,TELA Bio Inc. Common Stock,United States,2019,Health Care,Medical/Dental Instruments
TELL,Tellurian Inc. Common Stock,United States,,Energy,Oil & Gas Production
TENB,Tenable Holdings Inc. Common Stock,United States,2018,Technology,Computer Software: Prepackaged Software
TENX,Tenax Therapeutics Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
TER,Teradyne Inc. Common Stock,United States,,Capital Goods,Electrical Products
TERN,Terns Pharmaceuticals Inc. Common Stock,United States,2021,Health Care,Major Pharmaceuticals
TESS,TESSCO Technologies Incorporated Common Stock,United States,1994,Technology,Electronic Components
TFFP,TFF Pharmaceuticals Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
TFSL,TFS Financial Corporation Common Stock,United States,,Finance,Savings Institutions
TGA,TransGlobe Energy Corporation Ordinary Shares (Canada),Canada,,Energy,Oil & Gas Production
TGLS,Tecnoglass Inc. Ordinary Shares,Colombia,2012,Consumer Durables,Electronic Components
TGTX,TG Therapeutics Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
TH,Target Hospitality Corp. Common Stock,United States,2018,Consumer Services,Hotels/Resorts
THBR,Thunder Bridge Acquisition II Ltd. Class A Ordinary Shares,United States,2019,Finance,Business Services
THBRU,Thunder Bridge Acquisition II Ltd. Units,United States,2019,Finance,Business Services
THBRW,Thunder Bridge Acquisition II Ltd. Warrants,United States,2019,Finance,Business Services
THCA,Tuscan Holdings Corp. II Common Stock,United States,2019,Finance,Business Services
THCAU,Tuscan Holdings Corp. II Unit,United States,2019,Finance,Business Services
THCAW,Tuscan Holdings Corp. II Warrant,United States,2019,Finance,Business Services
THCB,Tuscan Holdings Corp. Common Stock,United States,2019,Miscellaneous,Industrial Machinery/Components
THCBU,Tuscan Holdings Corp. Unit,United States,2019,Miscellaneous,Industrial Machinery/Components
THCBW,Tuscan Holdings Corp. Warrant,United States,2019,Miscellaneous,Industrial Machinery/Components
THFF,First Financial Corporation Indiana Common Stock,United States,,Finance,Major Banks
THMAU,Thimble Point Acquisition Corp. Unit,United States,2021,Finance,Business Services
THMO,ThermoGenesis Holdings Inc. Common Stock,United States,,Capital Goods,Medical Specialities
THRM,Gentherm Inc Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
THRY,Thryv Holdings Inc. Common Stock,United States,,Consumer Services,Advertising
THTX,Theratechnologies Inc. Common Shares,Canada,,Health Care,Major Pharmaceuticals
THWWW,Target Hospitality Corp. Warrant expiring 3/15/2024,United States,2018,Consumer Services,Hotels/Resorts
TIG,Trean Insurance Group Inc. Common Stock,United States,2020,Finance,Property-Casualty Insurers
TIGO,Millicom International Cellular S.A. Common Stock,Luxembourg,,Public Utilities,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,China,2019,Finance,Investment Bankers/Brokers/Service
TILE,Interface Inc. Common Stock,United States,,Consumer Durables,Home Furnishings
TIPT,Tiptree Inc. Common Stock,United States,,Finance,Property-Casualty Insurers
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,China,2021,Finance,Specialty Insurers
TITN,Titan Machinery Inc. Common Stock,United States,2007,Consumer Services,Other Specialty Stores
TLC,Taiwan Liposome Company Ltd. American Depository Shares,Taiwan,2018,Health Care,Major Pharmaceuticals
TLGT,Teligent Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
TLIS,Talis Biomedical Corporation Common Stock,United States,2021,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TLMD,SOC Telemed Inc. Class A Common Stock,United States,2020,Health Care,Misc Health and Biotechnology Services
TLMDW,SOC Telemed Inc. Warrants,United States,2020,Health Care,Misc Health and Biotechnology Services
TLND,Talend S.A. American Depositary Shares,France,2016,Technology,Computer Software: Prepackaged Software
TLRY,Tilray Inc. Class 2 Common Stock ,Canada,2018,Consumer Durables,Specialty Chemicals
TLS,Telos Corporation Common Stock,United States,2020,Technology,EDP Services
TLSA,Tiziana Life Sciences plc American Depository Share,United Kingdom,2018,Health Care,Major Pharmaceuticals
TMDI,Titan Medical Inc. Ordinary Shares,Canada,,Health Care,Medical/Dental Instruments
TMDX,TransMedics Group Inc. Common Stock,United States,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMKRU,Tastemaker Acquisition Corp. Unit,United States,2021,Finance,Business Services
TMPM,Turmeric Acquisition Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
TMPMU,Turmeric Acquisition Corp. Unit,United States,2020,Finance,Business Services
TMPMW,Turmeric Acquisition Corp. Warrant,United States,2020,Finance,Business Services
TMTS,Spartacus Acquisition Corporation Class A Common Stock,United States,2020,Finance,Business Services
TMTSU,Spartacus Acquisition Corporation Unit,United States,2020,Finance,Business Services
TMTSW,Spartacus Acquisition Corporation Warrant,United States,2020,Finance,Business Services
TMUS,T-Mobile US Inc. Common Stock,United States,,Public Utilities,Telecommunications Equipment
TNDM,Tandem Diabetes Care Inc. Common Stock,United States,2013,Health Care,Medical/Dental Instruments
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,United States,,Health Care,Major Pharmaceuticals
TOMZ,TOMI Environmental Solutions Inc. Common Stock,United States,,Basic Industries,Major Chemicals
TOPS,TOP Ships Inc. Common Stock,Greece,,Transportation,Marine Transportation
TOUR,Tuniu Corporation American Depositary Shares,China,2014,Consumer Services,Transportation Services
TOWN,TowneBank Common Stock,United States,,,
TPCO,Tribune Publishing Company Common Stock,United States,,Consumer Services,Newspapers/Magazines
TPIC,TPI Composites Inc. Common Stock,United States,2016,Energy,Industrial Machinery/Components
TPTX,Turning Point Therapeutics Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
TRCH,Torchlight Energy Resources Inc. Common Stock,United States,,Energy,Oil & Gas Production
TREE,LendingTree Inc. Common Stock,United States,,Finance,Finance: Consumer Services
TRHC,Tabula Rasa HealthCare Inc. Common Stock,United States,2016,Miscellaneous,Business Services
TRIB,Trinity Biotech plc American Depositary Shares,Ireland,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIL,Trillium Therapeutics Inc. Common Shares,Canada,,Health Care,Major Pharmaceuticals
TRIN,Trinity Capital Inc. Common Stock,United States,2021,,
TRIP,TripAdvisor Inc. Common Stock,United States,,Technology,Computer Software: Programming Data Processing
TRIT,Triterras Inc. Class A Ordinary Shares,Singapore,,Technology,EDP Services
TRITW,Triterras Inc. Warrant,Singapore,,Technology,EDP Services
TRMB,Trimble Inc. Common Stock,United States,1990,Capital Goods,Industrial Machinery/Components
TRMD,TORM plc Class A Common Stock,United Kingdom,,Transportation,Marine Transportation
TRMK,Trustmark Corporation Common Stock,United States,,Finance,Major Banks
TRMT,Tremont Mortgage Trust Common Shares of Beneficial Interest,United States,2017,Consumer Services,Real Estate Investment Trusts
TRNS,Transcat Inc. Common Stock,United States,,Capital Goods,Electrical Products
TROW,T. Rowe Price Group Inc. Common Stock,United States,1986,Finance,Investment Bankers/Brokers/Service
TRS,TriMas Corporation Common Stock,United States,2007,Capital Goods,Industrial Specialties
TRST,TrustCo Bank Corp NY Common Stock,United States,,Finance,Major Banks
TRUE,TrueCar Inc. Common Stock,United States,2014,Technology,Computer Software: Programming Data Processing
TRUP,Trupanion Inc. Common Stock,United States,,Health Care,Medical Specialities
TRVG,trivago N.V. American Depositary Shares,Germany,2016,Technology,EDP Services
TRVI,Trevi Therapeutics Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
TRVN,Trevena Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
TSBK,Timberland Bancorp Inc. Common Stock,United States,,Finance,Banks
TSC,TriState Capital Holdings Inc. Common Stock,United States,2013,Finance,Major Banks
TSCAP,TriState Capital Holdings Inc. Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd Stock,United States,,Finance,Major Banks
TSCBP,TriState Capital Holdings Inc. Depositary Share representing a 1/40th Interest in a Share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,United States,,Finance,Major Banks
TSCO,Tractor Supply Company Common Stock,United States,1994,Consumer Services,RETAIL: Building Materials
TSEM,Tower Semiconductor Ltd. Ordinary Shares,Israel,1994,Technology,Semiconductors
TSHA,Taysha Gene Therapies Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSIA,TS Innovation Acquisitions Corp. Class A Common Stock,United States,2020,Consumer Services,Diversified Commercial Services
TSIAU,TS Innovation Acquisitions Corp. Unit,United States,2020,Consumer Services,Diversified Commercial Services
TSIAW,TS Innovation Acquisitions Corp. Warrant,United States,2020,Consumer Services,Diversified Commercial Services
